video_id,source_file,row_index,start_frame,end_frame,class_raw,duration_inclusive,bad_reasons,is_bad
V1,V1.xlsx,1304,26510.0,26519.0,Lead Hook,10.0,,False
V1,V1.xlsx,1305,26520.0,26527.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1306,26528.0,26537.0,Lead Hook,10.0,,False
V1,V1.xlsx,1307,26552.0,26562.0,Lead Hook,11.0,,False
V1,V1.xlsx,1308,26567.0,26576.0,Cross,10.0,,False
V1,V1.xlsx,1309,26577.0,26588.0,Lead Hook,12.0,,False
V1,V1.xlsx,1310,26611.0,26618.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1311,26619.0,26628.0,Lead Hook,10.0,,False
V1,V1.xlsx,1312,26633.0,26639.0,Rear Hook,7.0,,False
V1,V1.xlsx,1313,26655.0,26662.0,Lead Hook,8.0,,False
V1,V1.xlsx,1314,26671.0,26679.0,Rear Hook,9.0,,False
V1,V1.xlsx,1315,26683.0,26690.0,Lead Hook,8.0,,False
V1,V1.xlsx,1316,26691.0,26695.0,Rear Uppercut,5.0,,False
V1,V1.xlsx,1317,26696.0,26702.0,Lead Hook,7.0,,False
V1,V1.xlsx,1318,26713.0,26721.0,Rear Uppercut,9.0,,False
V1,V1.xlsx,1319,26724.0,26733.0,Lead Hook,10.0,,False
V1,V1.xlsx,1320,26751.0,26760.0,Lead Hook,10.0,,False
V1,V1.xlsx,1321,26761.0,26767.0,Rear Hook,7.0,,False
V1,V1.xlsx,1322,26767.0,26776.0,Lead Hook,10.0,,False
V1,V1.xlsx,1323,26781.0,26788.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1324,26789.0,26797.0,Lead Hook,9.0,,False
V1,V1.xlsx,1325,26851.0,26863.0,Jab,13.0,,False
V1,V1.xlsx,1326,26864.0,26875.0,Cross,12.0,,False
V1,V1.xlsx,1327,26884.0,26897.0,Jab,14.0,,False
V1,V1.xlsx,1328,26908.0,26918.0,Jab,11.0,,False
V1,V1.xlsx,1329,26935.0,26946.0,Cross,12.0,,False
V1,V1.xlsx,1330,26962.0,26974.0,Rear Hook,13.0,,False
V1,V1.xlsx,1331,26976.0,26986.0,Lead Hook,11.0,,False
V1,V1.xlsx,1332,26993.0,27004.0,Jab,12.0,,False
V1,V1.xlsx,1333,27016.0,27027.0,Cross,12.0,,False
V1,V1.xlsx,1334,27038.0,27050.0,Rear Uppercut,13.0,,False
V1,V1.xlsx,1335,27051.0,27064.0,Lead Hook,14.0,,False
V1,V1.xlsx,1336,27073.0,27087.0,Cross,15.0,,False
V1,V1.xlsx,1337,27093.0,27103.0,Jab,11.0,,False
V1,V1.xlsx,1338,27104.0,27112.0,Jab,9.0,,False
V1,V1.xlsx,1339,27113.0,27123.0,Cross,11.0,,False
V1,V1.xlsx,1340,27138.0,27147.0,Jab,10.0,,False
V1,V1.xlsx,1341,27165.0,27175.0,Cross,11.0,,False
V1,V1.xlsx,1342,27192.0,27201.0,Jab,10.0,,False
V1,V1.xlsx,1343,27207.0,27218.0,Lead Hook,12.0,,False
V1,V1.xlsx,1344,27239.0,27249.0,Jab,11.0,,False
V1,V1.xlsx,1345,27263.0,27272.0,Cross,10.0,,False
V1,V1.xlsx,1346,27292.0,27305.0,Lead Hook,14.0,,False
V1,V1.xlsx,1347,27311.0,27324.0,Cross,14.0,,False
V1,V1.xlsx,1348,27333.0,27344.0,Rear Uppercut,12.0,,False
V1,V1.xlsx,1349,27344.0,27355.0,Lead Hook,12.0,,False
V1,V1.xlsx,1350,27360.0,27370.0,Rear Hook,11.0,,False
V1,V1.xlsx,1351,27374.0,27386.0,Lead Hook,13.0,,False
V1,V1.xlsx,1352,27396.0,27405.0,Rear Uppercut,10.0,,False
V1,V1.xlsx,1353,27406.0,27414.0,Lead Hook,9.0,,False
V1,V1.xlsx,1354,27415.0,27425.0,Cross,11.0,,False
V1,V1.xlsx,1355,27428.0,27439.0,Jab,12.0,,False
V1,V1.xlsx,1356,27441.0,27451.0,Cross,11.0,,False
V1,V1.xlsx,1357,27452.0,27462.0,Lead Hook,11.0,,False
V1,V1.xlsx,1358,27491.0,27499.0,Jab,9.0,,False
V1,V1.xlsx,1359,27500.0,27509.0,Cross,10.0,,False
V1,V1.xlsx,1360,27513.0,27525.0,Jab,13.0,,False
V1,V1.xlsx,1361,27568.0,27577.0,Rear Hook,10.0,,False
V1,V1.xlsx,1362,27606.0,27618.0,Rear Uppercut,13.0,,False
V1,V1.xlsx,1363,27619.0,27630.0,Lead Hook,12.0,,False
V1,V1.xlsx,1364,27669.0,27677.0,Rear Hook,9.0,,False
V1,V1.xlsx,1365,27677.0,27688.0,Lead Hook,12.0,,False
V1,V1.xlsx,1366,27688.0,27694.0,Rear Hook,7.0,,False
V1,V1.xlsx,1367,27695.0,27701.0,Lead Hook,7.0,,False
V1,V1.xlsx,1368,27709.0,27715.0,Cross,7.0,,False
V1,V1.xlsx,1369,27716.0,27724.0,Lead Hook,9.0,,False
V1,V1.xlsx,1370,27757.0,27766.0,Rear Hook,10.0,,False
V1,V1.xlsx,1371,27770.0,27778.0,Lead Hook,9.0,,False
V1,V1.xlsx,1372,27801.0,27809.0,Lead Hook,9.0,,False
V1,V1.xlsx,1373,27809.0,27814.0,Cross,6.0,,False
V1,V1.xlsx,1374,27816.0,27822.0,Cross,7.0,,False
V1,V1.xlsx,1375,27822.0,27828.0,Jab,7.0,,False
V1,V1.xlsx,1376,27829.0,27834.0,Jab,6.0,,False
V1,V1.xlsx,1377,27835.0,27839.0,Cross,5.0,,False
V1,V1.xlsx,1378,27840.0,27842.0,Cross,3.0,,False
V1,V1.xlsx,1379,27843.0,27845.0,Jab,3.0,,False
V1,V1.xlsx,1380,27845.0,27847.0,Cross,3.0,,False
V1,V1.xlsx,1381,27847.0,27850.0,Jab,4.0,,False
V1,V1.xlsx,1382,27850.0,27853.0,Cross,4.0,,False
V1,V1.xlsx,1383,27853.0,27856.0,Jab,4.0,,False
V1,V1.xlsx,1384,27857.0,27862.0,Cross,6.0,,False
V1,V1.xlsx,1385,27863.0,27869.0,Jab,7.0,,False
V1,V1.xlsx,1386,27870.0,27874.0,Jab,5.0,,False
V1,V1.xlsx,1387,27875.0,27879.0,Rear Uppercut,5.0,,False
V1,V1.xlsx,1388,27879.0,27885.0,Lead Hook,7.0,,False
V1,V1.xlsx,1389,27892.0,27899.0,Rear Hook,8.0,,False
V1,V1.xlsx,1390,27905.0,27914.0,Lead Hook,10.0,,False
V1,V1.xlsx,1391,27920.0,27928.0,Rear Hook,9.0,,False
V1,V1.xlsx,1392,27928.0,27936.0,Lead Hook,9.0,,False
V1,V1.xlsx,1393,27940.0,27951.0,Rear Hook,12.0,,False
V1,V1.xlsx,1394,27954.0,27962.0,Lead Hook,9.0,,False
V1,V1.xlsx,1395,27966.0,27974.0,Rear Uppercut,9.0,,False
V1,V1.xlsx,1396,27975.0,27981.0,Lead Hook,7.0,,False
V1,V1.xlsx,1397,27986.0,27993.0,Cross,8.0,,False
V1,V1.xlsx,1398,27995.0,28000.0,Jab,6.0,,False
V1,V1.xlsx,1399,28001.0,28008.0,Cross,8.0,,False
V1,V1.xlsx,1400,28011.0,28016.0,Jab,6.0,,False
V1,V1.xlsx,1401,28017.0,28022.0,Cross,6.0,,False
V1,V1.xlsx,1402,28022.0,28026.0,Jab,5.0,,False
V1,V1.xlsx,1403,28027.0,28033.0,Cross,7.0,,False
V1,V1.xlsx,1404,28034.0,28042.0,Lead Hook,9.0,,False
V1,V1.xlsx,1405,28043.0,28050.0,Cross,8.0,,False
V1,V1.xlsx,1406,28060.0,28067.0,Cross,8.0,,False
V1,V1.xlsx,1407,28068.0,28075.0,Lead Hook,8.0,,False
V1,V1.xlsx,1408,28083.0,28091.0,Rear Hook,9.0,,False
V1,V1.xlsx,1409,28097.0,28106.0,Lead Hook,10.0,,False
V1,V1.xlsx,1410,28113.0,28122.0,Rear Hook,10.0,,False
V1,V1.xlsx,1411,28123.0,28129.0,Lead Hook,7.0,,False
V1,V1.xlsx,1412,28130.0,28136.0,Cross,7.0,,False
V1,V1.xlsx,1413,28137.0,28144.0,Lead Hook,8.0,,False
V1,V1.xlsx,1414,28177.0,28183.0,Cross,7.0,,False
V1,V1.xlsx,1415,28187.0,28196.0,Cross,10.0,,False
V1,V1.xlsx,1416,28220.0,28229.0,Rear Uppercut,10.0,,False
V1,V1.xlsx,1417,28230.0,28237.0,Lead Hook,8.0,,False
V1,V1.xlsx,1418,28238.0,28245.0,Rear Hook,8.0,,False
V1,V1.xlsx,1419,28251.0,28258.0,Lead Hook,8.0,,False
V1,V1.xlsx,1420,28288.0,28296.0,Rear Hook,9.0,,False
V1,V1.xlsx,1421,28299.0,28306.0,Lead Hook,8.0,,False
V1,V1.xlsx,1422,28307.0,28314.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1423,28315.0,28321.0,Lead Hook,7.0,,False
V1,V1.xlsx,1424,28330.0,28337.0,Cross,8.0,,False
V1,V1.xlsx,1425,28339.0,28349.0,Lead Hook,11.0,,False
V1,V1.xlsx,1426,28350.0,28354.0,Cross,5.0,,False
V1,V1.xlsx,1427,28355.0,28362.0,Lead Hook,8.0,,False
V1,V1.xlsx,1428,28368.0,28377.0,Cross,10.0,,False
V1,V1.xlsx,1429,28381.0,28391.0,Lead Hook,11.0,,False
V1,V1.xlsx,1430,28392.0,28403.0,Rear Uppercut,12.0,,False
V1,V1.xlsx,1431,28404.0,28412.0,Lead Hook,9.0,,False
V1,V1.xlsx,1432,28418.0,28428.0,Rear Hook,11.0,,False
V1,V1.xlsx,1433,28432.0,28443.0,Lead Hook,12.0,,False
V1,V1.xlsx,1434,28452.0,28459.0,Rear Hook,8.0,,False
V1,V1.xlsx,1435,28460.0,28469.0,Lead Hook,10.0,,False
V1,V1.xlsx,1436,28474.0,28481.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1437,28482.0,28490.0,Lead Hook,9.0,,False
V1,V1.xlsx,1438,28491.0,28497.0,Jab,7.0,,False
V1,V1.xlsx,1439,28498.0,28504.0,Cross,7.0,,False
V1,V1.xlsx,1440,28505.0,28510.0,Jab,6.0,,False
V1,V1.xlsx,1441,28511.0,28518.0,Cross,8.0,,False
V1,V1.xlsx,1442,28519.0,28523.0,Jab,5.0,,False
V1,V1.xlsx,1443,28524.0,28531.0,Cross,8.0,,False
V1,V1.xlsx,1444,28532.0,28538.0,Jab,7.0,,False
V1,V1.xlsx,1445,28539.0,28544.0,Cross,6.0,,False
V1,V1.xlsx,1446,28548.0,28558.0,Lead Hook,11.0,,False
V1,V1.xlsx,1447,28559.0,28565.0,Cross,7.0,,False
V1,V1.xlsx,1448,28565.0,28574.0,Lead Hook,10.0,,False
V1,V1.xlsx,1449,28576.0,28585.0,Rear Uppercut,10.0,,False
V1,V1.xlsx,1450,28586.0,28594.0,Lead Hook,9.0,,False
V1,V1.xlsx,1451,28597.0,28611.0,Rear Hook,15.0,,False
V1,V1.xlsx,1452,28613.0,28622.0,Lead Hook,10.0,,False
V1,V1.xlsx,1453,28629.0,28635.0,Cross,7.0,,False
V1,V1.xlsx,1454,28638.0,28646.0,Jab,9.0,,False
V1,V1.xlsx,1455,28647.0,28657.0,Cross,11.0,,False
V1,V1.xlsx,1456,28658.0,28667.0,Jab,10.0,,False
V1,V1.xlsx,1457,28668.0,28675.0,Cross,8.0,,False
V1,V1.xlsx,1458,28683.0,28693.0,Rear Uppercut,11.0,,False
V1,V1.xlsx,1459,28694.0,28703.0,Lead Hook,10.0,,False
V1,V1.xlsx,1460,28708.0,28719.0,Rear Hook,12.0,,False
V1,V1.xlsx,1461,28725.0,28734.0,Lead Hook,10.0,,False
V1,V1.xlsx,1462,28735.0,28746.0,Rear Uppercut,12.0,,False
V1,V1.xlsx,1463,28746.0,28753.0,Lead Hook,8.0,,False
V1,V1.xlsx,1464,28758.0,28767.0,Rear Hook,10.0,,False
V1,V1.xlsx,1465,28774.0,28783.0,Lead Hook,10.0,,False
V1,V1.xlsx,1466,28789.0,28799.0,Rear Hook,11.0,,False
V1,V1.xlsx,1467,28805.0,28814.0,Lead Hook,10.0,,False
V1,V1.xlsx,1468,28819.0,28829.0,Rear Hook,11.0,,False
V1,V1.xlsx,1469,28834.0,28845.0,Lead Hook,12.0,,False
V1,V1.xlsx,1470,28849.0,28859.0,Rear Uppercut,11.0,,False
V1,V1.xlsx,1471,28860.0,28867.0,Lead Hook,8.0,,False
V1,V1.xlsx,1472,28873.0,28884.0,Rear Hook,12.0,,False
V1,V1.xlsx,1473,28887.0,28895.0,Jab,9.0,,False
V1,V1.xlsx,1474,28895.0,28902.0,Cross,8.0,,False
V1,V1.xlsx,1475,28902.0,28909.0,Jab,8.0,,False
V1,V1.xlsx,1476,28910.0,28917.0,Cross,8.0,,False
V1,V1.xlsx,1477,28925.0,28932.0,Cross,8.0,,False
V1,V1.xlsx,1478,28932.0,28938.0,Lead Uppercut,7.0,,False
V1,V1.xlsx,1479,28939.0,28946.0,Cross,8.0,,False
V1,V1.xlsx,1480,28952.0,28964.0,Rear Uppercut,13.0,,False
V1,V1.xlsx,1481,28996.0,29008.0,Jab,13.0,,False
V1,V1.xlsx,1482,29022.0,29030.0,Jab,9.0,,False
V1,V1.xlsx,1483,29031.0,29047.0,Cross,17.0,,False
V1,V1.xlsx,1484,29059.0,29069.0,Jab,11.0,,False
V1,V1.xlsx,1485,29084.0,29099.0,Cross,16.0,,False
V1,V1.xlsx,1486,29104.0,29118.0,Lead Hook,15.0,,False
V1,V1.xlsx,1487,29119.0,29129.0,Rear Hook,11.0,,False
V1,V1.xlsx,1488,29138.0,29156.0,Rear Uppercut,19.0,,False
V1,V1.xlsx,1489,29194.0,29204.0,Jab,11.0,,False
V1,V1.xlsx,1490,29222.0,29238.0,Cross,17.0,,False
V1,V1.xlsx,1491,29255.0,29263.0,Cross,9.0,,False
V1,V1.xlsx,1492,29264.0,29282.0,Lead Hook,19.0,,False
V1,V1.xlsx,1493,29286.0,29299.0,Cross,14.0,,False
V1,V1.xlsx,1494,29307.0,29320.0,Jab,14.0,,False
V1,V1.xlsx,1495,29329.0,29343.0,Cross,15.0,,False
V1,V1.xlsx,1496,29353.0,29366.0,Jab,14.0,,False
V1,V1.xlsx,1497,29367.0,29375.0,Jab,9.0,,False
V1,V1.xlsx,1498,29377.0,29388.0,Cross,12.0,,False
V1,V1.xlsx,1499,29406.0,29416.0,Cross,11.0,,False
V1,V1.xlsx,1500,29417.0,29425.0,Lead Hook,9.0,,False
V1,V1.xlsx,1501,29426.0,29437.0,Cross,12.0,,False
V1,V1.xlsx,1502,29452.0,29464.0,Jab,13.0,,False
V1,V1.xlsx,1503,29484.0,29495.0,Jab,12.0,,False
V1,V1.xlsx,1504,29527.0,29538.0,Rear Hook,12.0,,False
V1,V1.xlsx,1505,29610.0,29618.0,Jab,9.0,,False
V1,V1.xlsx,1506,29618.0,29632.0,Lead Hook,15.0,,False
V1,V1.xlsx,1507,29640.0,29650.0,Jab,11.0,,False
V1,V1.xlsx,1508,29665.0,29674.0,Rear Hook,10.0,,False
V1,V1.xlsx,1509,29675.0,29684.0,Lead Hook,10.0,,False
V1,V1.xlsx,1510,29762.0,29768.0,Rear Hook,7.0,,False
V1,V1.xlsx,1511,29769.0,29775.0,Lead Hook,7.0,,False
V1,V1.xlsx,1512,29775.0,29779.0,Rear Hook,5.0,,False
V1,V1.xlsx,1513,29780.0,29786.0,Lead Hook,7.0,,False
V1,V1.xlsx,1514,29815.0,29821.0,Jab,7.0,,False
V1,V1.xlsx,1515,29822.0,29828.0,Cross,7.0,,False
V1,V1.xlsx,1516,29829.0,29837.0,Lead Hook,9.0,,False
V1,V1.xlsx,1517,29859.0,29869.0,Lead Hook,11.0,,False
V1,V1.xlsx,1518,29880.0,29887.0,Rear Hook,8.0,,False
V1,V1.xlsx,1519,29888.0,29897.0,Lead Hook,10.0,,False
V1,V1.xlsx,1520,29903.0,29911.0,Rear Uppercut,9.0,,False
V1,V1.xlsx,1521,29914.0,29925.0,Lead Hook,12.0,,False
V1,V1.xlsx,1522,29934.0,29943.0,Rear Hook,10.0,,False
V1,V1.xlsx,1523,29951.0,29961.0,Lead Hook,11.0,,False
V1,V1.xlsx,1524,29972.0,29981.0,Rear Hook,10.0,,False
V1,V1.xlsx,1525,29984.0,29995.0,Rear Hook,12.0,,False
V1,V1.xlsx,1526,29996.0,30004.0,Rear Uppercut,9.0,,False
V1,V1.xlsx,1527,30005.0,30013.0,Jab,9.0,,False
V1,V1.xlsx,1528,30021.0,30029.0,Rear Hook,9.0,,False
V1,V1.xlsx,1529,30034.0,30045.0,Lead Hook,12.0,,False
V1,V1.xlsx,1530,30055.0,30064.0,Rear Hook,10.0,,False
V1,V1.xlsx,1531,30072.0,30080.0,Rear Uppercut,9.0,,False
V1,V1.xlsx,1532,30081.0,30089.0,Lead Hook,9.0,,False
V1,V1.xlsx,1533,30099.0,30107.0,Rear Hook,9.0,,False
V1,V1.xlsx,1534,30115.0,30125.0,Lead Hook,11.0,,False
V1,V1.xlsx,1535,30133.0,30139.0,Cross,7.0,,False
V1,V1.xlsx,1536,30140.0,30146.0,Jab,7.0,,False
V1,V1.xlsx,1537,30147.0,30153.0,Cross,7.0,,False
V1,V1.xlsx,1538,30154.0,30164.0,Lead Hook,11.0,,False
V1,V1.xlsx,1539,30169.0,30178.0,Rear Hook,10.0,,False
V1,V1.xlsx,1540,30187.0,30194.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1541,30195.0,30202.0,Lead Hook,8.0,,False
V1,V1.xlsx,1542,30207.0,30214.0,Rear Hook,8.0,,False
V1,V1.xlsx,1543,30215.0,30219.0,Jab,5.0,,False
V1,V1.xlsx,1544,30220.0,30225.0,Rear Uppercut,6.0,,False
V1,V1.xlsx,1545,30226.0,30233.0,Lead Hook,8.0,,False
V1,V1.xlsx,1546,30234.0,30239.0,Jab,6.0,,False
V1,V1.xlsx,1547,30240.0,30246.0,Cross,7.0,,False
V1,V1.xlsx,1548,30247.0,30256.0,Lead Hook,10.0,,False
V1,V1.xlsx,1549,30265.0,30273.0,Cross,9.0,,False
V1,V1.xlsx,1550,30277.0,30285.0,Jab,9.0,,False
V1,V1.xlsx,1551,30285.0,30291.0,Jab,7.0,,False
V1,V1.xlsx,1552,30292.0,30298.0,Jab,7.0,,False
V1,V1.xlsx,1553,30300.0,30307.0,Cross,8.0,,False
V1,V1.xlsx,1554,30313.0,30318.0,Jab,6.0,,False
V1,V1.xlsx,1555,30318.0,30321.0,Cross,4.0,,False
V1,V1.xlsx,1556,30321.0,30324.0,Jab,4.0,,False
V1,V1.xlsx,1557,30324.0,30326.0,Cross,3.0,,False
V1,V1.xlsx,1558,30326.0,30329.0,Jab,4.0,,False
V1,V1.xlsx,1559,30329.0,30332.0,Cross,4.0,,False
V1,V1.xlsx,1560,30332.0,30335.0,Jab,4.0,,False
V1,V1.xlsx,1561,30345.0,30350.0,Jab,6.0,,False
V1,V1.xlsx,1562,30350.0,30353.0,Cross,4.0,,False
V1,V1.xlsx,1563,30353.0,30355.0,Jab,3.0,,False
V1,V1.xlsx,1564,30361.0,30368.0,Lead Hook,8.0,,False
V1,V1.xlsx,1565,30371.0,30379.0,Rear Hook,9.0,,False
V1,V1.xlsx,1566,30381.0,30390.0,Lead Hook,10.0,,False
V1,V1.xlsx,1567,30391.0,30397.0,Rear Uppercut,7.0,,False
V1,V1.xlsx,1568,30398.0,30404.0,Lead Hook,7.0,,False
V1,V1.xlsx,1569,30412.0,30423.0,Rear Hook,12.0,,False
V1,V1.xlsx,1570,30426.0,30435.0,Lead Hook,10.0,,False
V1,V1.xlsx,1571,30443.0,30447.0,Cross,5.0,,False
V1,V1.xlsx,1572,30447.0,30451.0,Jab,5.0,,False
V1,V1.xlsx,1573,30451.0,30455.0,Cross,5.0,,False
V1,V1.xlsx,1574,30456.0,30463.0,Lead Hook,8.0,,False
V1,V1.xlsx,1575,30468.0,30474.0,Cross,7.0,,False
V1,V1.xlsx,1576,30478.0,30487.0,Lead Hook,10.0,,False
V1,V1.xlsx,1577,30493.0,30499.0,Cross,7.0,,False
V1,V1.xlsx,1578,30499.0,30506.0,Jab,8.0,,False
V1,V1.xlsx,1579,30507.0,30512.0,Rear Uppercut,6.0,,False
V1,V1.xlsx,1580,30513.0,30521.0,Lead Hook,9.0,,False
V1,V1.xlsx,1581,30522.0,30527.0,Jab,6.0,,False
V1,V1.xlsx,1582,30528.0,30535.0,Rear Hook,8.0,,False
V1,V1.xlsx,1583,30538.0,30545.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1584,30546.0,30554.0,Jab,9.0,,False
V1,V1.xlsx,1585,30558.0,30568.0,Rear Hook,11.0,,False
V1,V1.xlsx,1586,30572.0,30579.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1587,30580.0,30588.0,Lead Hook,9.0,,False
V1,V1.xlsx,1588,30590.0,30597.0,Lead Uppercut,8.0,,False
V1,V1.xlsx,1589,30598.0,30604.0,Rear Hook,7.0,,False
V1,V1.xlsx,1590,30608.0,30618.0,Lead Hook,11.0,,False
V1,V1.xlsx,1591,30623.0,30629.0,Rear Uppercut,7.0,,False
V1,V1.xlsx,1592,30631.0,30641.0,Lead Hook,11.0,,False
V1,V1.xlsx,1593,30646.0,30652.0,Rear Uppercut,7.0,,False
V1,V1.xlsx,1594,30653.0,30660.0,Lead Hook,8.0,,False
V1,V1.xlsx,1595,30667.0,30675.0,Rear Hook,9.0,,False
V1,V1.xlsx,1596,30676.0,30684.0,Lead Hook,9.0,,False
V1,V1.xlsx,1597,30691.0,30698.0,Rear Hook,8.0,,False
V1,V1.xlsx,1598,30707.0,30715.0,Rear Uppercut,9.0,,False
V1,V1.xlsx,1599,30716.0,30724.0,Lead Hook,9.0,,False
V1,V1.xlsx,1600,30732.0,30741.0,Lead Hook,10.0,,False
V1,V1.xlsx,1601,30743.0,30750.0,Cross,8.0,,False
V1,V1.xlsx,1602,30751.0,30762.0,Lead Hook,12.0,,False
V1,V1.xlsx,1603,30769.0,30777.0,Rear Hook,9.0,,False
V1,V1.xlsx,1604,30791.0,30800.0,Rear Uppercut,10.0,,False
V1,V1.xlsx,1605,30805.0,30817.0,Lead Hook,13.0,,False
V1,V1.xlsx,1606,30823.0,30835.0,Lead Hook,13.0,,False
V1,V1.xlsx,1607,30860.0,30866.0,Jab,7.0,,False
V1,V1.xlsx,1608,30867.0,30872.0,Cross,6.0,,False
V1,V1.xlsx,1609,30873.0,30877.0,Jab,5.0,,False
V1,V1.xlsx,1610,30878.0,30884.0,Cross,7.0,,False
V1,V1.xlsx,1611,30885.0,30894.0,Jab,10.0,,False
V1,V1.xlsx,1612,30895.0,30904.0,Rear Uppercut,10.0,,False
V1,V1.xlsx,1613,30905.0,30913.0,Lead Hook,9.0,,False
V1,V1.xlsx,1614,30921.0,30929.0,Cross,9.0,,False
V1,V1.xlsx,1615,30945.0,30951.0,Rear Uppercut,7.0,,False
V1,V1.xlsx,1616,30952.0,30961.0,Lead Hook,10.0,,False
V1,V1.xlsx,1617,30968.0,30978.0,Rear Hook,11.0,,False
V1,V1.xlsx,1618,30979.0,30989.0,Lead Hook,11.0,,False
V1,V1.xlsx,1619,30996.0,31003.0,Cross,8.0,,False
V1,V1.xlsx,1620,31004.0,31009.0,Jab,6.0,,False
V1,V1.xlsx,1621,31010.0,31014.0,Cross,5.0,,False
V1,V1.xlsx,1622,31015.0,31023.0,Jab,9.0,,False
V1,V1.xlsx,1623,31024.0,31031.0,Jab,8.0,,False
V1,V1.xlsx,1624,31032.0,31037.0,Cross,6.0,,False
V1,V1.xlsx,1625,31045.0,31050.0,Jab,6.0,,False
V1,V1.xlsx,1626,31051.0,31058.0,Rear Uppercut,8.0,,False
V1,V1.xlsx,1627,31059.0,31066.0,Lead Hook,8.0,,False
V1,V1.xlsx,1628,31074.0,31084.0,Rear Hook,11.0,,False
V1,V1.xlsx,1629,31089.0,31099.0,Lead Hook,11.0,,False
V1,V1.xlsx,1630,31100.0,31110.0,Rear Uppercut,11.0,,False
V1,V1.xlsx,1631,31111.0,31119.0,Lead Hook,9.0,,False
V1,V1.xlsx,1632,31169.0,31178.0,Cross,10.0,,False
V1,V1.xlsx,1633,31189.0,31199.0,Jab,11.0,,False
V1,V1.xlsx,1634,31239.0,31250.0,Jab,12.0,,False
V1,V1.xlsx,1635,31274.0,31285.0,Jab,12.0,,False
V1,V1.xlsx,1636,31300.0,31311.0,Cross,12.0,,False
V1,V1.xlsx,1637,31329.0,31339.0,Jab,11.0,,False
V1,V1.xlsx,1638,31357.0,31366.0,Jab,10.0,,False
V1,V1.xlsx,1639,31393.0,31403.0,Cross,11.0,,False
V1,V1.xlsx,1640,31403.0,31415.0,Lead Hook,13.0,,False
V1,V1.xlsx,1641,31430.0,31440.0,Jab,11.0,,False
V1,V1.xlsx,1642,31463.0,31472.0,Cross,10.0,,False
V1,V1.xlsx,1643,31474.0,31486.0,Jab,13.0,,False
V1,V1.xlsx,1644,31502.0,31509.0,Jab,8.0,,False
V1,V1.xlsx,1645,31510.0,31516.0,Cross,7.0,,False
V1,V1.xlsx,1646,31527.0,31536.0,Rear Hook,10.0,,False
V1,V1.xlsx,1647,31556.0,31567.0,Jab,12.0,,False
V1,V1.xlsx,1648,31587.0,31595.0,Cross,9.0,,False
V1,V1.xlsx,1649,31608.0,31620.0,Rear Uppercut,13.0,,False
V1,V1.xlsx,1650,31624.0,31635.0,Jab,12.0,,False
V1,V1.xlsx,1651,31638.0,31659.0,Lead Uppercut,22.0,,False
V1,V1.xlsx,1652,31662.0,31677.0,Cross,16.0,,False
V1,V1.xlsx,1653,31696.0,31707.0,Jab,12.0,,False
V1,V1.xlsx,1654,31725.0,31732.0,Jab,8.0,,False
V1,V1.xlsx,1655,31734.0,31742.0,Jab,9.0,,False
V1,V1.xlsx,1656,31764.0,31770.0,Cross,7.0,,False
V1,V1.xlsx,1657,31771.0,31784.0,Lead Hook,14.0,,False
V1,V1.xlsx,1658,31787.0,31801.0,Rear Hook,15.0,,False
V1,V1.xlsx,1659,31818.0,31831.0,Rear Hook,14.0,,False
V1,V1.xlsx,1660,31841.0,31855.0,Rear Hook,15.0,,False
V1,V1.xlsx,1661,32491.0,32501.0,Rear Hook,11.0,,False
V1,V1.xlsx,1662,32504.0,32512.0,Rear Uppercut,9.0,,False
V1,V1.xlsx,1663,32513.0,32519.0,Lead Hook,7.0,,False
V1,V1.xlsx,1664,32529.0,32539.0,Rear Hook,11.0,,False
V1,V1.xlsx,1665,32530.0,32550.0,Rear Uppercut,21.0,,False
V1,V1.xlsx,1666,32551.0,32558.0,Lead Hook,8.0,,False
V1,V1.xlsx,1667,32564.0,32576.0,Rear Hook,13.0,,False
V1,V1.xlsx,1668,32577.0,32586.0,Rear Uppercut,10.0,,False
V1,V1.xlsx,1669,32587.0,32596.0,Lead Hook,10.0,,False
V1,V1.xlsx,1670,32601.0,32610.0,Rear Hook,10.0,,False
V1,V1.xlsx,1671,32611.0,32622.0,Rear Uppercut,12.0,,False
V1,V1.xlsx,1672,32623.0,32630.0,Lead Hook,8.0,,False
V1,V1.xlsx,1673,32638.0,32648.0,Rear Hook,11.0,,False
V1,V1.xlsx,1674,32649.0,32659.0,Rear Uppercut,11.0,,False
V1,V1.xlsx,1675,32660.0,32668.0,Lead Hook,9.0,,False
V1,V1.xlsx,1676,32673.0,32683.0,Rear Hook,11.0,,False
V1,V1.xlsx,1677,32684.0,32694.0,Rear Uppercut,11.0,,False
V1,V1.xlsx,1678,32695.0,32703.0,Lead Hook,9.0,,False
V1,V1.xlsx,1679,32710.0,32721.0,Rear Hook,12.0,,False
V1,V1.xlsx,1680,32722.0,32733.0,Rear Uppercut,12.0,,False
