clip_dir,label,video_id,center_frame,clip_start,clip_end,clip_length,punch_type,split
data/processed/clips/hook_V12_004826_v000535,1,V12.mp4,4826,4818,4829,12,hook,train
data/processed/clips/hook_V12_004873_v000536,1,V12.mp4,4873,4865,4876,12,hook,train
data/processed/clips/straight_V12_005117_v000537,0,V12.mp4,5117,5109,5120,12,straight,train
data/processed/clips/straight_V12_005240_v000538,0,V12.mp4,5240,5232,5243,12,straight,train
data/processed/clips/straight_V12_005520_v000539,0,V12.mp4,5520,5512,5523,12,straight,train
data/processed/clips/none_V12_005838_v000540,3,V12.mp4,5838,5830,5841,12,none,train
data/processed/clips/none_V12_005840_v000541,3,V12.mp4,5840,5832,5843,12,none,train
data/processed/clips/none_V12_005841_v000542,3,V12.mp4,5841,5833,5844,12,none,train
data/processed/clips/none_V12_005843_v000543,3,V12.mp4,5843,5835,5846,12,none,train
data/processed/clips/none_V12_005844_v000544,3,V12.mp4,5844,5836,5847,12,none,train
data/processed/clips/none_V12_005845_v000545,3,V12.mp4,5845,5837,5848,12,none,train
data/processed/clips/none_V12_005846_v000546,3,V12.mp4,5846,5838,5849,12,none,train
data/processed/clips/none_V12_005849_v000547,3,V12.mp4,5849,5841,5852,12,none,train
data/processed/clips/none_V12_005849_v000548,3,V12.mp4,5849,5841,5852,12,none,train
data/processed/clips/none_V12_005851_v000549,3,V12.mp4,5851,5843,5854,12,none,train
data/processed/clips/none_V12_005854_v000550,3,V12.mp4,5854,5846,5857,12,none,train
data/processed/clips/none_V12_005855_v000551,3,V12.mp4,5855,5847,5858,12,none,train
data/processed/clips/none_V12_005858_v000552,3,V12.mp4,5858,5850,5861,12,none,train
data/processed/clips/none_V12_005859_v000553,3,V12.mp4,5859,5851,5862,12,none,train
data/processed/clips/none_V12_005864_v000554,3,V12.mp4,5864,5856,5867,12,none,train
data/processed/clips/straight_V12_006037_v000555,0,V12.mp4,6037,6029,6040,12,straight,train
data/processed/clips/hook_V12_006133_v000556,1,V12.mp4,6133,6125,6136,12,hook,train
data/processed/clips/hook_V12_006239_v000557,1,V12.mp4,6239,6231,6242,12,hook,train
data/processed/clips/hook_V12_006404_v000558,1,V12.mp4,6404,6396,6407,12,hook,train
data/processed/clips/straight_V12_006542_v000559,0,V12.mp4,6542,6534,6545,12,straight,train
data/processed/clips/straight_V12_006618_v000560,0,V12.mp4,6618,6610,6621,12,straight,train
data/processed/clips/hook_V12_006624_v000561,1,V12.mp4,6624,6616,6627,12,hook,train
data/processed/clips/hook_V12_006704_v000562,1,V12.mp4,6704,6696,6707,12,hook,train
data/processed/clips/hook_V12_006783_v000563,1,V12.mp4,6783,6775,6786,12,hook,train
data/processed/clips/straight_V12_006855_v000564,0,V12.mp4,6855,6847,6858,12,straight,train
data/processed/clips/hook_V12_007243_v000565,1,V12.mp4,7243,7235,7246,12,hook,train
data/processed/clips/hook_V12_007417_v000566,1,V12.mp4,7417,7409,7420,12,hook,train
data/processed/clips/hook_V12_007759_v000567,1,V12.mp4,7759,7751,7762,12,hook,train
data/processed/clips/hook_V12_007839_v000568,1,V12.mp4,7839,7831,7842,12,hook,train
data/processed/clips/hook_V12_008080_v000569,1,V12.mp4,8080,8072,8083,12,hook,train
data/processed/clips/hook_V12_008720_v000570,1,V12.mp4,8720,8712,8723,12,hook,train
data/processed/clips/straight_V12_008801_v000571,0,V12.mp4,8801,8793,8804,12,straight,train
data/processed/clips/straight_V12_008821_v000572,0,V12.mp4,8821,8813,8824,12,straight,train
data/processed/clips/straight_V12_009014_v000573,0,V12.mp4,9014,9006,9017,12,straight,train
data/processed/clips/straight_V12_009207_v000574,0,V12.mp4,9207,9199,9210,12,straight,train
data/processed/clips/hook_V12_009217_v000575,1,V12.mp4,9217,9209,9220,12,hook,train
data/processed/clips/straight_V12_009261_v000576,0,V12.mp4,9261,9253,9264,12,straight,train
data/processed/clips/hook_V12_009270_v000577,1,V12.mp4,9270,9262,9273,12,hook,train
data/processed/clips/straight_V12_009623_v000578,0,V12.mp4,9623,9615,9626,12,straight,train
data/processed/clips/uppercut_V12_009701_v000579,2,V12.mp4,9701,9693,9704,12,uppercut,train
data/processed/clips/hook_V12_009775_v000580,1,V12.mp4,9775,9767,9778,12,hook,train
data/processed/clips/uppercut_V12_009805_v000581,2,V12.mp4,9805,9797,9808,12,uppercut,train
data/processed/clips/straight_V12_009900_v000582,0,V12.mp4,9900,9892,9903,12,straight,train
data/processed/clips/uppercut_V12_009907_v000583,2,V12.mp4,9907,9899,9910,12,uppercut,train
data/processed/clips/uppercut_V12_010079_v000584,2,V12.mp4,10079,10071,10082,12,uppercut,train
data/processed/clips/uppercut_V12_010181_v000585,2,V12.mp4,10181,10173,10184,12,uppercut,train
data/processed/clips/uppercut_V12_010279_v000586,2,V12.mp4,10279,10271,10282,12,uppercut,train
data/processed/clips/uppercut_V12_010387_v000587,2,V12.mp4,10387,10379,10390,12,uppercut,train
data/processed/clips/hook_V12_010447_v000588,1,V12.mp4,10447,10439,10450,12,hook,train
data/processed/clips/uppercut_V12_010465_v000589,2,V12.mp4,10465,10457,10468,12,uppercut,train
data/processed/clips/hook_V12_010562_v000590,1,V12.mp4,10562,10554,10565,12,hook,train
data/processed/clips/straight_V12_010579_v000591,0,V12.mp4,10579,10571,10582,12,straight,train
data/processed/clips/uppercut_V12_010587_v000592,2,V12.mp4,10587,10579,10590,12,uppercut,train
data/processed/clips/hook_V12_010752_v000593,1,V12.mp4,10752,10744,10755,12,hook,train
data/processed/clips/hook_V12_010947_v000594,1,V12.mp4,10947,10939,10950,12,hook,train
data/processed/clips/straight_V12_011067_v000595,0,V12.mp4,11067,11059,11070,12,straight,train
data/processed/clips/straight_V12_011120_v000596,0,V12.mp4,11120,11112,11123,12,straight,train
data/processed/clips/straight_V12_011257_v000597,0,V12.mp4,11257,11249,11260,12,straight,train
data/processed/clips/straight_V12_011265_v000598,0,V12.mp4,11265,11257,11268,12,straight,train
data/processed/clips/hook_V12_011279_v000599,1,V12.mp4,11279,11271,11282,12,hook,train
data/processed/clips/straight_V12_011399_v000600,0,V12.mp4,11399,11391,11402,12,straight,train
data/processed/clips/hook_V12_011419_v000601,1,V12.mp4,11419,11411,11422,12,hook,train
data/processed/clips/straight_V12_011458_v000602,0,V12.mp4,11458,11450,11461,12,straight,train
data/processed/clips/straight_V12_011482_v000603,0,V12.mp4,11482,11474,11485,12,straight,train
data/processed/clips/straight_V12_011571_v000604,0,V12.mp4,11571,11563,11574,12,straight,train
data/processed/clips/straight_V12_011618_v000605,0,V12.mp4,11618,11610,11621,12,straight,train
data/processed/clips/hook_V12_011731_v000606,1,V12.mp4,11731,11723,11734,12,hook,train
data/processed/clips/straight_V12_011748_v000607,0,V12.mp4,11748,11740,11751,12,straight,train
data/processed/clips/straight_V12_011855_v000608,0,V12.mp4,11855,11847,11858,12,straight,train
data/processed/clips/straight_V12_011898_v000609,0,V12.mp4,11898,11890,11901,12,straight,train
data/processed/clips/straight_V12_011944_v000610,0,V12.mp4,11944,11936,11947,12,straight,train
data/processed/clips/straight_V12_011953_v000611,0,V12.mp4,11953,11945,11956,12,straight,train
data/processed/clips/hook_V12_011960_v000612,1,V12.mp4,11960,11952,11963,12,hook,train
data/processed/clips/none_V12_012082_v000613,3,V12.mp4,12082,12074,12085,12,none,train
data/processed/clips/none_V12_012082_v000614,3,V12.mp4,12082,12074,12085,12,none,train
data/processed/clips/none_V12_012086_v000615,3,V12.mp4,12086,12078,12089,12,none,train
data/processed/clips/none_V12_012088_v000616,3,V12.mp4,12088,12080,12091,12,none,train
data/processed/clips/none_V12_012091_v000617,3,V12.mp4,12091,12083,12094,12,none,train
data/processed/clips/none_V12_012091_v000618,3,V12.mp4,12091,12083,12094,12,none,train
data/processed/clips/none_V12_012091_v000619,3,V12.mp4,12091,12083,12094,12,none,train
data/processed/clips/none_V12_012091_v000620,3,V12.mp4,12091,12083,12094,12,none,train
data/processed/clips/none_V12_012091_v000621,3,V12.mp4,12091,12083,12094,12,none,train
data/processed/clips/none_V12_012092_v000622,3,V12.mp4,12092,12084,12095,12,none,train
data/processed/clips/none_V12_012096_v000623,3,V12.mp4,12096,12088,12099,12,none,train
data/processed/clips/none_V12_012097_v000624,3,V12.mp4,12097,12089,12100,12,none,train
data/processed/clips/none_V12_012099_v000625,3,V12.mp4,12099,12091,12102,12,none,train
data/processed/clips/none_V12_012103_v000626,3,V12.mp4,12103,12095,12106,12,none,train
data/processed/clips/none_V12_012106_v000627,3,V12.mp4,12106,12098,12109,12,none,train
data/processed/clips/none_V12_012350_v000628,3,V12.mp4,12350,12342,12353,12,none,train
data/processed/clips/none_V12_012353_v000629,3,V12.mp4,12353,12345,12356,12,none,train
data/processed/clips/none_V12_012355_v000630,3,V12.mp4,12355,12347,12358,12,none,train
data/processed/clips/none_V12_012356_v000631,3,V12.mp4,12356,12348,12359,12,none,train
data/processed/clips/none_V12_012357_v000632,3,V12.mp4,12357,12349,12360,12,none,train
data/processed/clips/none_V12_012358_v000633,3,V12.mp4,12358,12350,12361,12,none,train
data/processed/clips/none_V12_012360_v000634,3,V12.mp4,12360,12352,12363,12,none,train
data/processed/clips/none_V12_012361_v000635,3,V12.mp4,12361,12353,12364,12,none,train
data/processed/clips/none_V12_012364_v000636,3,V12.mp4,12364,12356,12367,12,none,train
data/processed/clips/none_V12_012381_v000637,3,V12.mp4,12381,12373,12384,12,none,train
data/processed/clips/none_V12_012383_v000638,3,V12.mp4,12383,12375,12386,12,none,train
data/processed/clips/none_V12_012384_v000639,3,V12.mp4,12384,12376,12387,12,none,train
data/processed/clips/none_V12_012385_v000640,3,V12.mp4,12385,12377,12388,12,none,train
data/processed/clips/none_V12_012385_v000641,3,V12.mp4,12385,12377,12388,12,none,train
data/processed/clips/none_V12_012386_v000642,3,V12.mp4,12386,12378,12389,12,none,train
data/processed/clips/none_V12_012388_v000643,3,V12.mp4,12388,12380,12391,12,none,train
data/processed/clips/none_V12_012389_v000644,3,V12.mp4,12389,12381,12392,12,none,train
data/processed/clips/none_V12_012390_v000645,3,V12.mp4,12390,12382,12393,12,none,train
data/processed/clips/none_V12_012393_v000646,3,V12.mp4,12393,12385,12396,12,none,train
data/processed/clips/none_V12_012394_v000647,3,V12.mp4,12394,12386,12397,12,none,train
data/processed/clips/none_V12_012395_v000648,3,V12.mp4,12395,12387,12398,12,none,train
data/processed/clips/none_V12_012397_v000649,3,V12.mp4,12397,12389,12400,12,none,train
data/processed/clips/none_V12_012398_v000650,3,V12.mp4,12398,12390,12401,12,none,train
data/processed/clips/none_V12_012399_v000651,3,V12.mp4,12399,12391,12402,12,none,train
data/processed/clips/none_V12_012406_v000652,3,V12.mp4,12406,12398,12409,12,none,train
data/processed/clips/none_V12_012407_v000653,3,V12.mp4,12407,12399,12410,12,none,train
data/processed/clips/none_V12_012408_v000654,3,V12.mp4,12408,12400,12411,12,none,train
data/processed/clips/none_V12_012409_v000655,3,V12.mp4,12409,12401,12412,12,none,train
data/processed/clips/none_V12_012410_v000656,3,V12.mp4,12410,12402,12413,12,none,train
data/processed/clips/none_V12_012411_v000657,3,V12.mp4,12411,12403,12414,12,none,train
data/processed/clips/none_V12_012413_v000658,3,V12.mp4,12413,12405,12416,12,none,train
data/processed/clips/none_V12_012414_v000659,3,V12.mp4,12414,12406,12417,12,none,train
data/processed/clips/none_V12_012415_v000660,3,V12.mp4,12415,12407,12418,12,none,train
data/processed/clips/straight_V12_012622_v000661,0,V12.mp4,12622,12614,12625,12,straight,train
data/processed/clips/none_V12_013091_v000662,3,V12.mp4,13091,13083,13094,12,none,train
data/processed/clips/none_V12_013092_v000663,3,V12.mp4,13092,13084,13095,12,none,train
data/processed/clips/none_V12_013097_v000664,3,V12.mp4,13097,13089,13100,12,none,train
data/processed/clips/none_V12_013098_v000665,3,V12.mp4,13098,13090,13101,12,none,train
data/processed/clips/none_V12_013099_v000666,3,V12.mp4,13099,13091,13102,12,none,train
data/processed/clips/none_V12_014886_v000667,3,V12.mp4,14886,14878,14889,12,none,train
data/processed/clips/none_V12_014887_v000668,3,V12.mp4,14887,14879,14890,12,none,train
data/processed/clips/none_V12_014889_v000669,3,V12.mp4,14889,14881,14892,12,none,train
data/processed/clips/none_V12_014890_v000670,3,V12.mp4,14890,14882,14893,12,none,train
data/processed/clips/none_V12_014894_v000671,3,V12.mp4,14894,14886,14897,12,none,train
data/processed/clips/none_V12_014895_v000672,3,V12.mp4,14895,14887,14898,12,none,train
data/processed/clips/none_V12_014897_v000673,3,V12.mp4,14897,14889,14900,12,none,train
data/processed/clips/none_V12_014898_v000674,3,V12.mp4,14898,14890,14901,12,none,train
data/processed/clips/none_V12_014899_v000675,3,V12.mp4,14899,14891,14902,12,none,train
data/processed/clips/hook_V12_015467_v000676,1,V12.mp4,15467,15459,15470,12,hook,train
data/processed/clips/hook_V12_015685_v000677,1,V12.mp4,15685,15677,15688,12,hook,train
data/processed/clips/straight_V12_015856_v000678,0,V12.mp4,15856,15848,15859,12,straight,train
data/processed/clips/hook_V12_015980_v000679,1,V12.mp4,15980,15972,15983,12,hook,train
data/processed/clips/hook_V12_016298_v000680,1,V12.mp4,16298,16290,16301,12,hook,train
data/processed/clips/straight_V12_016494_v000681,0,V12.mp4,16494,16486,16497,12,straight,train
data/processed/clips/hook_V12_016546_v000682,1,V12.mp4,16546,16538,16549,12,hook,train
data/processed/clips/hook_V12_016560_v000683,1,V12.mp4,16560,16552,16563,12,hook,train
data/processed/clips/hook_V12_016830_v000684,1,V12.mp4,16830,16822,16833,12,hook,train
data/processed/clips/hook_V12_016841_v000685,1,V12.mp4,16841,16833,16844,12,hook,train
data/processed/clips/hook_V12_016965_v000686,1,V12.mp4,16965,16957,16968,12,hook,train
data/processed/clips/straight_V12_017655_v000687,0,V12.mp4,17655,17647,17658,12,straight,train
data/processed/clips/straight_V12_018013_v000688,0,V12.mp4,18013,18005,18016,12,straight,train
data/processed/clips/straight_V12_018036_v000689,0,V12.mp4,18036,18028,18039,12,straight,train
data/processed/clips/straight_V12_018065_v000690,0,V12.mp4,18065,18057,18068,12,straight,train
data/processed/clips/straight_V12_018340_v000691,0,V12.mp4,18340,18332,18343,12,straight,train
data/processed/clips/none_V12_018540_v000692,3,V12.mp4,18540,18532,18543,12,none,train
data/processed/clips/none_V12_018541_v000693,3,V12.mp4,18541,18533,18544,12,none,train
data/processed/clips/none_V12_018542_v000694,3,V12.mp4,18542,18534,18545,12,none,train
data/processed/clips/none_V12_018550_v000695,3,V12.mp4,18550,18542,18553,12,none,train
data/processed/clips/none_V12_018552_v000696,3,V12.mp4,18552,18544,18555,12,none,train
data/processed/clips/none_V12_018553_v000697,3,V12.mp4,18553,18545,18556,12,none,train
data/processed/clips/none_V12_018554_v000698,3,V12.mp4,18554,18546,18557,12,none,train
data/processed/clips/none_V12_018557_v000699,3,V12.mp4,18557,18549,18560,12,none,train
data/processed/clips/hook_V12_018690_v000700,1,V12.mp4,18690,18682,18693,12,hook,train
data/processed/clips/hook_V12_018795_v000701,1,V12.mp4,18795,18787,18798,12,hook,train
data/processed/clips/uppercut_V12_018812_v000702,2,V12.mp4,18812,18804,18815,12,uppercut,train
data/processed/clips/uppercut_V12_018838_v000703,2,V12.mp4,18838,18830,18841,12,uppercut,train
data/processed/clips/hook_V12_019054_v000704,1,V12.mp4,19054,19046,19057,12,hook,train
data/processed/clips/hook_V12_019061_v000705,1,V12.mp4,19061,19053,19064,12,hook,train
data/processed/clips/hook_V12_019067_v000706,1,V12.mp4,19067,19059,19070,12,hook,train
data/processed/clips/hook_V12_019186_v000707,1,V12.mp4,19186,19178,19189,12,hook,train
data/processed/clips/hook_V12_019202_v000708,1,V12.mp4,19202,19194,19205,12,hook,train
data/processed/clips/hook_V12_019217_v000709,1,V12.mp4,19217,19209,19220,12,hook,train
data/processed/clips/hook_V12_019235_v000710,1,V12.mp4,19235,19227,19238,12,hook,train
data/processed/clips/hook_V12_019255_v000711,1,V12.mp4,19255,19247,19258,12,hook,train
data/processed/clips/hook_V12_019261_v000712,1,V12.mp4,19261,19253,19264,12,hook,train
data/processed/clips/hook_V12_019267_v000713,1,V12.mp4,19267,19259,19270,12,hook,train
data/processed/clips/hook_V12_019287_v000714,1,V12.mp4,19287,19279,19290,12,hook,train
data/processed/clips/hook_V12_019293_v000715,1,V12.mp4,19293,19285,19296,12,hook,train
data/processed/clips/hook_V12_019305_v000716,1,V12.mp4,19305,19297,19308,12,hook,train
data/processed/clips/hook_V12_019433_v000717,1,V12.mp4,19433,19425,19436,12,hook,train
data/processed/clips/hook_V12_019447_v000718,1,V12.mp4,19447,19439,19450,12,hook,train
data/processed/clips/hook_V12_019532_v000719,1,V12.mp4,19532,19524,19535,12,hook,train
data/processed/clips/hook_V12_019583_v000720,1,V12.mp4,19583,19575,19586,12,hook,train
data/processed/clips/hook_V12_019636_v000721,1,V12.mp4,19636,19628,19639,12,hook,train
data/processed/clips/straight_V12_019828_v000722,0,V12.mp4,19828,19820,19831,12,straight,train
data/processed/clips/straight_V12_019836_v000723,0,V12.mp4,19836,19828,19839,12,straight,train
data/processed/clips/straight_V12_020412_v000724,0,V12.mp4,20412,20404,20415,12,straight,train
data/processed/clips/uppercut_V12_020662_v000725,2,V12.mp4,20662,20654,20665,12,uppercut,train
data/processed/clips/straight_V12_020711_v000726,0,V12.mp4,20711,20703,20714,12,straight,train
data/processed/clips/uppercut_V12_020729_v000727,2,V12.mp4,20729,20721,20732,12,uppercut,train
data/processed/clips/uppercut_V12_020781_v000728,2,V12.mp4,20781,20773,20784,12,uppercut,train
data/processed/clips/straight_V12_020864_v000729,0,V12.mp4,20864,20856,20867,12,straight,train
data/processed/clips/uppercut_V12_020870_v000730,2,V12.mp4,20870,20862,20873,12,uppercut,train
data/processed/clips/uppercut_V12_020941_v000731,2,V12.mp4,20941,20933,20944,12,uppercut,train
data/processed/clips/straight_V12_020999_v000732,0,V12.mp4,20999,20991,21002,12,straight,train
data/processed/clips/uppercut_V12_021010_v000733,2,V12.mp4,21010,21002,21013,12,uppercut,train
data/processed/clips/uppercut_V12_021085_v000734,2,V12.mp4,21085,21077,21088,12,uppercut,train
data/processed/clips/uppercut_V12_021145_v000735,2,V12.mp4,21145,21137,21148,12,uppercut,train
data/processed/clips/uppercut_V12_021270_v000736,2,V12.mp4,21270,21262,21273,12,uppercut,train
data/processed/clips/straight_V12_021335_v000737,0,V12.mp4,21335,21327,21338,12,straight,train
data/processed/clips/uppercut_V12_021346_v000738,2,V12.mp4,21346,21338,21349,12,uppercut,train
data/processed/clips/uppercut_V12_021422_v000739,2,V12.mp4,21422,21414,21425,12,uppercut,train
data/processed/clips/uppercut_V12_021500_v000740,2,V12.mp4,21500,21492,21503,12,uppercut,train
data/processed/clips/none_V12_021715_v000741,3,V12.mp4,21715,21707,21718,12,none,train
data/processed/clips/uppercut_V12_022229_v000742,2,V12.mp4,22229,22221,22232,12,uppercut,train
data/processed/clips/uppercut_V12_022298_v000743,2,V12.mp4,22298,22290,22301,12,uppercut,train
data/processed/clips/uppercut_V12_022426_v000744,2,V12.mp4,22426,22418,22429,12,uppercut,train
data/processed/clips/straight_V12_022494_v000745,0,V12.mp4,22494,22486,22497,12,straight,train
data/processed/clips/uppercut_V12_022556_v000746,2,V12.mp4,22556,22548,22559,12,uppercut,train
data/processed/clips/straight_V12_022615_v000747,0,V12.mp4,22615,22607,22618,12,straight,train
data/processed/clips/uppercut_V12_022626_v000748,2,V12.mp4,22626,22618,22629,12,uppercut,train
data/processed/clips/uppercut_V12_022722_v000749,2,V12.mp4,22722,22714,22725,12,uppercut,train
data/processed/clips/straight_V12_022782_v000750,0,V12.mp4,22782,22774,22785,12,straight,train
data/processed/clips/straight_V12_022833_v000751,0,V12.mp4,22833,22825,22836,12,straight,train
data/processed/clips/uppercut_V12_022846_v000752,2,V12.mp4,22846,22838,22849,12,uppercut,train
data/processed/clips/straight_V12_022897_v000753,0,V12.mp4,22897,22889,22900,12,straight,train
data/processed/clips/uppercut_V12_022969_v000754,2,V12.mp4,22969,22961,22972,12,uppercut,train
data/processed/clips/uppercut_V12_023087_v000755,2,V12.mp4,23087,23079,23090,12,uppercut,train
data/processed/clips/uppercut_V12_023212_v000756,2,V12.mp4,23212,23204,23215,12,uppercut,train
data/processed/clips/uppercut_V12_023329_v000757,2,V12.mp4,23329,23321,23332,12,uppercut,train
data/processed/clips/straight_V12_023385_v000758,0,V12.mp4,23385,23377,23388,12,straight,train
data/processed/clips/uppercut_V12_023450_v000759,2,V12.mp4,23450,23442,23453,12,uppercut,train
data/processed/clips/uppercut_V12_023512_v000760,2,V12.mp4,23512,23504,23515,12,uppercut,train
data/processed/clips/straight_V12_023544_v000761,0,V12.mp4,23544,23536,23547,12,straight,train
data/processed/clips/straight_V2_004199_v000762,0,V2.mp4,4199,4191,4202,12,straight,train
data/processed/clips/straight_V2_004344_v000763,0,V2.mp4,4344,4336,4347,12,straight,train
data/processed/clips/straight_V2_004359_v000764,0,V2.mp4,4359,4351,4362,12,straight,train
data/processed/clips/straight_V2_004372_v000765,0,V2.mp4,4372,4364,4375,12,straight,train
data/processed/clips/straight_V2_004452_v000766,0,V2.mp4,4452,4444,4455,12,straight,train
data/processed/clips/straight_V2_004463_v000767,0,V2.mp4,4463,4455,4466,12,straight,train
data/processed/clips/straight_V2_004517_v000768,0,V2.mp4,4517,4509,4520,12,straight,train
data/processed/clips/straight_V2_004570_v000769,0,V2.mp4,4570,4562,4573,12,straight,train
data/processed/clips/hook_V2_004732_v000770,1,V2.mp4,4732,4724,4735,12,hook,train
data/processed/clips/straight_V2_006419_v000771,0,V2.mp4,6419,6411,6422,12,straight,train
data/processed/clips/straight_V2_006460_v000772,0,V2.mp4,6460,6452,6463,12,straight,train
data/processed/clips/straight_V2_006515_v000773,0,V2.mp4,6515,6507,6518,12,straight,train
data/processed/clips/hook_V2_006556_v000774,1,V2.mp4,6556,6548,6559,12,hook,train
data/processed/clips/straight_V2_006595_v000775,0,V2.mp4,6595,6587,6598,12,straight,train
data/processed/clips/straight_V2_006724_v000776,0,V2.mp4,6724,6716,6727,12,straight,train
data/processed/clips/straight_V2_006757_v000777,0,V2.mp4,6757,6749,6760,12,straight,train
data/processed/clips/hook_V2_006854_v000778,1,V2.mp4,6854,6846,6857,12,hook,train
data/processed/clips/straight_V2_006908_v000779,0,V2.mp4,6908,6900,6911,12,straight,train
data/processed/clips/straight_V2_007029_v000780,0,V2.mp4,7029,7021,7032,12,straight,train
data/processed/clips/straight_V2_007196_v000781,0,V2.mp4,7196,7188,7199,12,straight,train
data/processed/clips/straight_V2_007628_v000782,0,V2.mp4,7628,7620,7631,12,straight,train
data/processed/clips/straight_V2_007752_v000783,0,V2.mp4,7752,7744,7755,12,straight,train
data/processed/clips/hook_V2_007815_v000784,1,V2.mp4,7815,7807,7818,12,hook,train
data/processed/clips/hook_V2_007839_v000785,1,V2.mp4,7839,7831,7842,12,hook,train
data/processed/clips/hook_V2_007865_v000786,1,V2.mp4,7865,7857,7868,12,hook,train
data/processed/clips/hook_V2_007904_v000787,1,V2.mp4,7904,7896,7907,12,hook,train
data/processed/clips/hook_V2_007933_v000788,1,V2.mp4,7933,7925,7936,12,hook,train
data/processed/clips/hook_V2_007968_v000789,1,V2.mp4,7968,7960,7971,12,hook,train
data/processed/clips/hook_V2_007992_v000790,1,V2.mp4,7992,7984,7995,12,hook,train
data/processed/clips/hook_V2_008029_v000791,1,V2.mp4,8029,8021,8032,12,hook,train
data/processed/clips/hook_V2_008068_v000792,1,V2.mp4,8068,8060,8071,12,hook,train
data/processed/clips/hook_V2_008138_v000793,1,V2.mp4,8138,8130,8141,12,hook,train
data/processed/clips/hook_V2_008178_v000794,1,V2.mp4,8178,8170,8181,12,hook,train
data/processed/clips/hook_V2_008216_v000795,1,V2.mp4,8216,8208,8219,12,hook,train
data/processed/clips/hook_V2_008255_v000796,1,V2.mp4,8255,8247,8258,12,hook,train
data/processed/clips/hook_V2_008294_v000797,1,V2.mp4,8294,8286,8297,12,hook,train
data/processed/clips/hook_V2_008395_v000798,1,V2.mp4,8395,8387,8398,12,hook,train
data/processed/clips/hook_V2_008444_v000799,1,V2.mp4,8444,8436,8447,12,hook,train
data/processed/clips/hook_V2_008468_v000800,1,V2.mp4,8468,8460,8471,12,hook,train
data/processed/clips/hook_V2_008513_v000801,1,V2.mp4,8513,8505,8516,12,hook,train
data/processed/clips/straight_V2_009767_v000802,0,V2.mp4,9767,9759,9770,12,straight,train
data/processed/clips/hook_V2_009794_v000803,1,V2.mp4,9794,9786,9797,12,hook,train
data/processed/clips/hook_V2_009916_v000804,1,V2.mp4,9916,9908,9919,12,hook,train
data/processed/clips/straight_V2_010188_v000805,0,V2.mp4,10188,10180,10191,12,straight,train
data/processed/clips/straight_V2_010215_v000806,0,V2.mp4,10215,10207,10218,12,straight,train
data/processed/clips/straight_V2_010269_v000807,0,V2.mp4,10269,10261,10272,12,straight,train
data/processed/clips/hook_V2_010442_v000808,1,V2.mp4,10442,10434,10445,12,hook,train
data/processed/clips/straight_V2_010499_v000809,0,V2.mp4,10499,10491,10502,12,straight,train
data/processed/clips/hook_V2_010539_v000810,1,V2.mp4,10539,10531,10542,12,hook,train
data/processed/clips/straight_V2_010691_v000811,0,V2.mp4,10691,10683,10694,12,straight,train
data/processed/clips/hook_V2_010756_v000812,1,V2.mp4,10756,10748,10759,12,hook,train
data/processed/clips/hook_V2_010825_v000813,1,V2.mp4,10825,10817,10828,12,hook,train
data/processed/clips/hook_V2_010887_v000814,1,V2.mp4,10887,10879,10890,12,hook,train
data/processed/clips/hook_V2_010962_v000815,1,V2.mp4,10962,10954,10965,12,hook,train
data/processed/clips/hook_V2_011060_v000816,1,V2.mp4,11060,11052,11063,12,hook,train
data/processed/clips/hook_V2_011106_v000817,1,V2.mp4,11106,11098,11109,12,hook,train
data/processed/clips/hook_V2_011175_v000818,1,V2.mp4,11175,11167,11178,12,hook,train
data/processed/clips/hook_V2_011267_v000819,1,V2.mp4,11267,11259,11270,12,hook,train
data/processed/clips/hook_V2_011373_v000820,1,V2.mp4,11373,11365,11376,12,hook,train
data/processed/clips/hook_V2_011411_v000821,1,V2.mp4,11411,11403,11414,12,hook,train
data/processed/clips/hook_V2_011510_v000822,1,V2.mp4,11510,11502,11513,12,hook,train
data/processed/clips/hook_V2_011621_v000823,1,V2.mp4,11621,11613,11624,12,hook,train
data/processed/clips/hook_V2_011911_v000824,1,V2.mp4,11911,11903,11914,12,hook,train
data/processed/clips/hook_V2_011967_v000825,1,V2.mp4,11967,11959,11970,12,hook,train
data/processed/clips/hook_V2_012001_v000826,1,V2.mp4,12001,11993,12004,12,hook,train
data/processed/clips/hook_V2_012076_v000827,1,V2.mp4,12076,12068,12079,12,hook,train
data/processed/clips/straight_V2_013047_v000828,0,V2.mp4,13047,13039,13050,12,straight,train
data/processed/clips/straight_V2_013127_v000829,0,V2.mp4,13127,13119,13130,12,straight,train
data/processed/clips/straight_V2_013209_v000830,0,V2.mp4,13209,13201,13212,12,straight,train
data/processed/clips/straight_V2_013679_v000831,0,V2.mp4,13679,13671,13682,12,straight,train
data/processed/clips/straight_V2_013820_v000832,0,V2.mp4,13820,13812,13823,12,straight,train
data/processed/clips/straight_V2_013867_v000833,0,V2.mp4,13867,13859,13870,12,straight,train
data/processed/clips/straight_V2_013904_v000834,0,V2.mp4,13904,13896,13907,12,straight,train
data/processed/clips/hook_V2_013964_v000835,1,V2.mp4,13964,13956,13967,12,hook,train
data/processed/clips/straight_V2_014047_v000836,0,V2.mp4,14047,14039,14050,12,straight,train
data/processed/clips/straight_V2_014189_v000837,0,V2.mp4,14189,14181,14192,12,straight,train
data/processed/clips/straight_V2_014243_v000838,0,V2.mp4,14243,14235,14246,12,straight,train
