sample_id,video_id,source_video_path,ann_row_index,start_frame,end_frame,duration_frames,class_raw,class_clean,class_id,split,skeleton_path,skeleton_index,skeleton_row_aligned,has_video,has_skeleton,quality_flag,notes
V1_00379,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,378,8281.0,8287.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,378,True,True,True,ok,
V1_00380,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,379,8288.0,8298.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,379,True,True,True,ok,
V1_00381,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,380,8302.0,8311.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,380,True,True,True,ok,
V1_00382,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,381,8312.0,8318.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,381,True,True,True,ok,
V1_00383,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,382,8319.0,8328.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,382,True,True,True,ok,
V1_00384,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,383,8333.0,8342.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,383,True,True,True,ok,
V1_00385,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,384,8343.0,8348.0,6.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,384,True,True,True,ok,
V1_00386,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,385,8349.0,8358.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,385,True,True,True,ok,
V1_00387,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,386,8363.0,8372.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,386,True,True,True,ok,
V1_00388,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,387,8373.0,8379.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,387,True,True,True,ok,
V1_00389,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,388,8380.0,8389.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,388,True,True,True,ok,
V1_00390,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,389,8395.0,8404.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,389,True,True,True,ok,
V1_00391,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,390,8405.0,8412.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,390,True,True,True,ok,
V1_00392,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,391,8413.0,8425.0,13.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,391,True,True,True,ok,
V1_00393,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,392,8428.0,8437.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,392,True,True,True,ok,
V1_00394,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,393,8438.0,8444.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,393,True,True,True,ok,
V1_00395,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,394,8445.0,8454.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,394,True,True,True,ok,
V1_00396,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,395,8459.0,8468.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,395,True,True,True,ok,
V1_00397,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,396,8469.0,8475.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,396,True,True,True,ok,
V1_00398,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,397,8476.0,8486.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,397,True,True,True,ok,
V1_00399,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,398,8490.0,8500.0,11.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,398,True,True,True,ok,
V1_00400,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,399,8501.0,8506.0,6.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,399,True,True,True,ok,
V1_00401,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,400,8507.0,8516.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,400,True,True,True,ok,
V1_00402,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,401,8520.0,8530.0,11.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,401,True,True,True,ok,
V1_00403,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,402,8531.0,8537.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,402,True,True,True,ok,
V1_00404,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,403,8538.0,8546.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,403,True,True,True,ok,
V1_00405,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,404,8551.0,8560.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,404,True,True,True,ok,
V1_00406,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,405,8561.0,8568.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,405,True,True,True,ok,
V1_00407,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,406,8569.0,8577.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,406,True,True,True,ok,
V1_00408,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,407,8581.0,8592.0,12.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,407,True,True,True,ok,
V1_00409,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,408,8593.0,8600.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,408,True,True,True,ok,
V1_00410,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,409,8601.0,8608.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,409,True,True,True,ok,
V1_00411,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,410,8613.0,8623.0,11.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,410,True,True,True,ok,
V1_00412,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,411,8624.0,8631.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,411,True,True,True,ok,
V1_00413,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,412,8632.0,8639.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,412,True,True,True,ok,
V1_00414,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,413,8645.0,8655.0,11.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,413,True,True,True,ok,
V1_00415,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,414,8656.0,8664.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,414,True,True,True,ok,
V1_00416,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,415,8665.0,8672.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,415,True,True,True,ok,
V1_00417,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,416,8677.0,8686.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,416,True,True,True,ok,
V1_00418,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,417,8687.0,8694.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,417,True,True,True,ok,
V1_00419,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,418,8695.0,8703.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,418,True,True,True,ok,
V1_00420,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,419,8708.0,8717.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,419,True,True,True,ok,
V1_00421,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,420,8718.0,8725.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,420,True,True,True,ok,
V1_00422,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,421,8726.0,8734.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,421,True,True,True,ok,
V1_00423,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,422,8739.0,8748.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,422,True,True,True,ok,
V1_00424,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,423,8749.0,8756.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,423,True,True,True,ok,
V1_00425,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,424,8757.0,8765.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,424,True,True,True,ok,
V1_00426,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,425,8770.0,8779.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,425,True,True,True,ok,
V1_00427,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,426,8780.0,8788.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,426,True,True,True,ok,
V1_00428,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,427,8789.0,8798.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,427,True,True,True,ok,
V1_00429,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,428,8803.0,8812.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,428,True,True,True,ok,
V1_00430,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,429,8813.0,8820.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,429,True,True,True,ok,
V1_00431,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,430,8821.0,8829.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,430,True,True,True,ok,
V1_00432,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,431,8834.0,8843.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,431,True,True,True,ok,
V1_00433,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,432,8844.0,8851.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,432,True,True,True,ok,
V1_00434,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,433,8852.0,8862.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,433,True,True,True,ok,
V1_00435,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,434,8866.0,8875.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,434,True,True,True,ok,
V1_00436,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,435,8876.0,8883.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,435,True,True,True,ok,
V1_00437,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,436,8884.0,8894.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,436,True,True,True,ok,
V1_00438,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,437,8898.0,8906.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,437,True,True,True,ok,
V1_00439,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,438,8907.0,8914.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,438,True,True,True,ok,
V1_00440,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,439,8915.0,8924.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,439,True,True,True,ok,
V1_00441,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,440,8927.0,8937.0,11.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,440,True,True,True,ok,
V1_00442,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,441,8938.0,8945.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,441,True,True,True,ok,
V1_00443,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,442,8946.0,8955.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,442,True,True,True,ok,
V1_00444,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,443,8959.0,8968.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,443,True,True,True,ok,
V1_00445,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,444,8969.0,8976.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,444,True,True,True,ok,
V1_00446,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,445,8977.0,8987.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,445,True,True,True,ok,
V1_00447,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,446,8990.0,8999.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,446,True,True,True,ok,
V1_00448,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,447,9000.0,9007.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,447,True,True,True,ok,
V1_00449,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,448,9008.0,9017.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,448,True,True,True,ok,
V1_00450,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,449,9020.0,9030.0,11.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,449,True,True,True,ok,
V1_00451,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,450,9031.0,9037.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,450,True,True,True,ok,
V1_00452,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,451,9038.0,9049.0,12.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,451,True,True,True,ok,
V1_00453,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,452,9053.0,9062.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,452,True,True,True,ok,
V1_00454,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,453,9063.0,9069.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,453,True,True,True,ok,
V1_00455,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,454,9070.0,9080.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,454,True,True,True,ok,
V1_00456,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,455,9115.0,9123.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,455,True,True,True,ok,
V1_00457,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,456,9141.0,9154.0,14.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,456,True,True,True,ok,
V1_00458,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,457,9175.0,9194.0,20.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,457,True,True,True,ok,
V1_00459,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,458,9208.0,9223.0,16.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,458,True,True,True,ok,
V1_00460,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,459,9242.0,9261.0,20.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,459,True,True,True,ok,
V1_00461,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,460,9273.0,9295.0,23.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,460,True,True,True,ok,
V1_00462,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,461,9309.0,9330.0,22.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,461,True,True,True,ok,
V1_00463,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,462,9341.0,9359.0,19.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,462,True,True,True,ok,
V1_00464,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,463,9375.0,9399.0,25.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,463,True,True,True,ok,
V1_00465,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,464,9410.0,9430.0,21.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,464,True,True,True,ok,
V1_00466,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,465,9445.0,9468.0,24.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,465,True,True,True,ok,
V1_00467,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,466,9481.0,9496.0,16.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,466,True,True,True,ok,
V1_00468,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,467,9515.0,9537.0,23.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,467,True,True,True,ok,
V1_00469,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,468,9548.0,9569.0,22.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,468,True,True,True,ok,
V1_00470,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,469,9585.0,9606.0,22.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,469,True,True,True,ok,
V1_00471,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,470,9616.0,9633.0,18.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,470,True,True,True,ok,
V1_00472,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,471,9653.0,9673.0,21.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,471,True,True,True,ok,
V1_00473,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,472,9684.0,9703.0,20.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,472,True,True,True,ok,
V1_00474,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,473,9720.0,9741.0,22.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,473,True,True,True,ok,
V1_00475,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,474,9753.0,9771.0,19.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,474,True,True,True,ok,
V1_00476,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,475,9789.0,9807.0,19.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,475,True,True,True,ok,
V1_00477,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,476,10665.0,10679.0,15.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,476,True,True,True,ok,
V1_00478,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,477,10680.0,10685.0,6.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V1.npy,477,True,True,True,ok,
V1_00479,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,478,10686.0,10696.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,478,True,True,True,ok,
V1_00480,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,479,10705.0,10714.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,479,True,True,True,ok,
V1_00481,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,480,10714.0,10720.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,480,True,True,True,ok,
V1_00482,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,481,10721.0,10730.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,481,True,True,True,ok,
V1_00483,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,482,10742.0,10750.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,482,True,True,True,ok,
V1_00484,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,483,10750.0,10757.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,483,True,True,True,ok,
V1_00485,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,484,10758.0,10767.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,484,True,True,True,ok,
V1_00486,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,485,10775.0,10783.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,485,True,True,True,ok,
V1_00487,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,486,10783.0,10790.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,486,True,True,True,ok,
V1_00488,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,487,10791.0,10800.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,487,True,True,True,ok,
V1_00489,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,488,10806.0,10816.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,488,True,True,True,ok,
V1_00490,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,489,10816.0,10823.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,489,True,True,True,ok,
V1_00491,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,490,10824.0,10832.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,490,True,True,True,ok,
V1_00492,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,491,10837.0,10847.0,11.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,491,True,True,True,ok,
V1_00493,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,492,10848.0,10854.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,492,True,True,True,ok,
V1_00494,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,493,10855.0,10864.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,493,True,True,True,ok,
V1_00495,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,494,10865.0,10879.0,15.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,494,True,True,True,ok,
V1_00496,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,495,10879.0,10886.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,495,True,True,True,ok,
V1_00497,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,496,10887.0,10896.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,496,True,True,True,ok,
V1_00498,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,497,10902.0,10911.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,497,True,True,True,ok,
V1_00499,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,498,10911.0,10919.0,9.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,498,True,True,True,ok,
V1_00500,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,499,10920.0,10927.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,499,True,True,True,ok,
V1_00501,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,500,10937.0,10943.0,7.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,500,True,True,True,ok,
V1_00502,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,501,10944.0,10951.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,501,True,True,True,ok,
V1_00503,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,502,10952.0,10960.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,502,True,True,True,ok,
V1_00504,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,503,10970.0,10978.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,503,True,True,True,ok,
V1_00505,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,504,10979.0,10985.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,504,True,True,True,ok,
V1_00506,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,505,10986.0,10994.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,505,True,True,True,ok,
V1_00507,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,506,11001.0,11009.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,506,True,True,True,ok,
V1_00508,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,507,11010.0,11016.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,507,True,True,True,ok,
V1_00509,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,508,11017.0,11025.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,508,True,True,True,ok,
V1_00510,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,509,11034.0,11042.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,509,True,True,True,ok,
V1_00511,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,510,11043.0,11049.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V1.npy,510,True,True,True,ok,
V1_00512,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,511,11050.0,11059.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,511,True,True,True,ok,
V1_00513,V1,/Users/krishna/dev/fightflow/data/downloaded-videos/V1.mp4,512,11068.0,11075.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V1.npy,512,True,True,True,ok,
